STD,Skew,kurtosis,PP,Sigma,Class
12.14,2.49,6.64,0.072913398,19.17,ice
6.87,3.65,16.34,0.167627559,19.4,ice
36.8,0.84,654.96,0.043000022,14.6,ice
8.79,2.88,14.36,0.062462352,19.43,ice
13.68,2.19,8.16,0.083654796,16.83,ice
8.99,3.04,13.76,0.103156152,11.8,ice
11.56,2.74,10.14,0.13062457,18.52,ice
8.83,3.12,14.56,0.075448738,18.62,ice
7.57,3.39,15.52,0.087656996,20.84,ice
16.29,2.08,6,0.057108125,17.34,ice
23.63,1.38,2.21,0.050862414,12.66,ice
7.63,3.4,14.08,0.118246413,22.38,ice
16.71,2.03,3.73,0.043551622,16.74,ice
35.18,0.92,0.07,0.043300011,13.54,ice
8.42,3.22,14.02,0.066832009,21.16,ice
8.4,3.14,11.81,0.135771214,21.85,ice
1.21,9.61,96.79,0.35849872,33.29,ice
15.64,2.07,4.81,0.064012339,15.83,ice
0.51,15.38,237.34,0.393979837,32.89,ice
8.39,3.28,17.73,0.092432613,18.6,ice
15.1,2.3,5.91,0.058107162,19.47,ice
1.97,7.3,58.84,0.456019372,44.22,ice
11.75,2.51,7.31,0.073341301,21.96,ice
1.45,8.68,81.82,0.215384363,21.57,ice
0.93,11.07,131.77,0.257754057,17.57,ice
1.28,9.31,92.08,0.268846097,37.5,ice
15.38,2.13,4.13,0.060897022,17.27,ice
2.01,7.04,61.28,0.121341786,23.85,ice
24.03,1.5,2.53,0.059289449,16.58,ice
13.32,2.28,5.86,0.092826173,18.1,ice
14.58,2.28,5.75,0.08880346,15.82,ice
2.08,7.04,59.58,0.234341477,20.86,ice
9.18,2.93,10.58,0.116216178,20.9,ice
2.09,6.67,58.98,0.150721698,22.68,ice
27.92,1.19,0.92,0.035213708,21.11,ice
5.11,4.25,23.58,0.11833609,20.8,ice
2.83,5.6,44.74,0.094512274,20.35,ice
26.58,1.28,0.75,0.044607669,14.62,ice
1.19,9.61,119.54,0.173729207,23.39,ice
25.81,1.38,1.43,0.0351399,17.73,ice
6.42,3.89,20.3,0.134158325,18.73,ice
11.99,2.5,8.74,0.063840855,13.15,ice
24.35,1.42,0.95,0.024691391,16.9,ice
17.62,1.88,3.42,0.082841187,21.59,ice
18.99,1.91,4.94,0.076200742,15.25,ice
12.75,2.37,9.97,0.076152218,14.81,ice
14.18,2.28,5.67,0.089342436,18.75,ice
7.12,3.78,19.67,0.115089784,15.62,ice
1.26,9.39,98.43,0.291852967,31.68,ice
5.73,3.81,20.39,0.130255901,23.11,ice
13.02,2.41,7.5,0.138562636,23.46,ice
32.07,1.09,0.37,0.048496953,16.18,ice
15,2.15,4.64,0.074110722,20.57,ice
25.82,1.39,2.51,0.058228644,11.22,ice
24.16,1.46,1.4,0.053212523,19.07,ice
12.9,2.43,5.89,0.052633185,12.25,ice
2.15,6.9,55.85,0.162908109,24.03,ice
10.48,2.84,12.61,0.106522177,16.25,ice
16.22,2.08,5.12,0.105432081,17.37,ice
4.64,4.67,22.99,0.232799778,23.45,ice
26.36,1.31,1.27,0.059187443,16.6,ice
20.81,1.52,2.84,0.045728516,19.77,ice
7.11,3.45,18.23,0.083920033,20.11,ice
17.78,1.88,3.14,0.055663615,20.29,ice
11.71,2.53,9.19,0.04319322,18.8,ice
3.77,5.2,29.66,0.213852178,20.03,ice
32.17,1.08,0.31,0.030640827,11.21,ice
18.91,1.81,3.09,0.080522589,20.29,ice
3.13,5.8,36.52,0.208370428,24.13,ice
35.13,0.92,0.1,0.044244621,16.94,ice
5.87,3.84,20.07,0.117987754,17.99,ice
15.72,2.16,5.24,0.114308888,17.32,ice
13.03,2.42,5.56,0.080184853,19.59,ice
1.03,9.82,118.29,0.234788964,26.42,ice
6.01,3.99,19.79,0.114491214,21.2,ice
30.47,1.17,0.59,0.045743135,12.63,ice
28.38,1.22,1.73,0.038648075,14.56,ice
18.96,1.8,3.2,0.066086159,16.92,ice
1.37,8.72,92.92,0.102248898,20.19,ice
16.08,2.05,4.68,0.06515534,19.6,ice
8.01,3.2,13.13,0.051538487,17.32,ice
20.42,1.76,3.74,0.075607246,16.2,ice
16.86,1.99,3.61,0.055814179,20.5,ice
13.78,2.28,6.73,0.07231177,20.68,ice
13.8,2.24,6.41,0.072271339,20.4,ice
0.97,10.99,121.63,0.448105628,35.86,ice
1.34,8.94,98.64,0.155039035,15.52,ice
3.81,4.84,33.67,0.124930896,19.99,ice
13.89,2.24,5.44,0.068026187,15.8,ice
1.05,9.91,117.2,0.187827268,21.85,ice
3.75,4.91,31.78,0.19382,24.73,ice
4.44,4.74,26.54,0.186092804,21.73,ice
8.3,3.1,12.1,0.085551591,19.74,ice
1.77,8.03,75.54,0.249430992,26.75,ice
16.67,2.01,3.81,0.098370622,21.09,ice
6.37,3.82,16.32,0.185863748,23.64,ice
10.12,2.89,12.31,0.085589468,18.84,ice
30.61,1.13,0.57,0.044765017,13.78,ice
1.44,8.95,101.16,0.090463603,11.85,ice
33.17,0.98,0.22,0.057704449,15.6,ice
19.95,1.73,2.99,0.04111141,11.6,ice
11.29,2.32,5.35,0.114894669,21.72,ice
1.98,7.17,58.35,0.290206446,26.91,ice
13.02,2.35,7.09,0.059714671,17.51,ice
4.43,4.84,39.56,0.07365428,17.31,ice
1.28,9.31,91.72,0.318353606,21.27,ice
36.51,0.92,0.08,0.04221925,12.13,ice
4.65,4.37,25.15,0.11885072,21.57,ice
14.88,2.1,4.89,0.075572633,21.94,ice
25.94,1.35,1.25,0.035316295,18.08,ice
28.72,1.25,0.91,0.040675536,10.74,ice
2.45,6.45,48.04,0.257443206,24.37,ice
4.2,4.75,26.12,0.172629067,22.15,ice
3.4,5.2,35.72,0.178101178,24.51,ice
4.85,4.63,33.17,0.101430254,15.96,ice
1.65,8.05,70.89,0.296542487,21.38,ice
23.51,1.55,2.68,0.073774672,18.24,ice
3.33,5.61,33.88,0.284814665,23.4,ice
6.12,3.8,18.88,0.101940977,24.15,ice
35.76,0.89,654.69,0.04097761,10.05,ice
16.7,2.02,3.99,0.070757238,18.6,ice
21.67,1.66,2.22,0.055779215,18.96,ice
14.49,2.17,5.51,0.103966051,22.59,ice
1.03,10.28,120.63,0.291505053,22.66,ice
29.31,1.21,0.75,0.036730521,13.19,ice
2.87,6,44.83,0.126683703,21.25,ice
26.98,1.32,1.07,0.081844783,17.7,ice
5.05,4.41,22.29,0.193600132,21.63,ice
17.63,1.92,3.33,0.065042434,19.86,ice
18.89,1.82,2.56,0.054316205,20.78,ice
34.5,0.99,0.4,0.043543751,10.89,ice
42.38,0.63,654.8,0.051367125,13.34,ice
10.02,2.69,10.01,0.059631212,15.84,ice
9.31,3.01,10.05,0.099943726,22.01,ice
0.79,11.96,151.08,0.371097068,32.51,ice
10.63,2.81,8.4,0.098395139,23.9,ice
7.58,3.44,14.6,0.301790434,28.45,ice
10.62,2.77,9.83,0.07040937,19.82,ice
27.24,1.37,2.08,0.090920947,12.69,ice
4.94,4.25,27.39,0.110682691,22.15,ice
15.37,2.13,4.93,0.049260621,17.01,ice
32.34,1.09,0.43,0.031203681,13.41,ice
11.1,2.59,8.96,0.10798693,22.03,ice
10.5,2.74,8.85,0.109025121,23.23,ice
32.18,1.06,0.47,0.042576566,13.19,ice
3.28,5.43,37.53,0.183022361,25.12,ice
15.69,2.16,5.5,0.085920835,14.93,ice
0.68,12.72,177.27,0.246851034,25.03,ice
0.86,10.98,134.89,0.397343164,36.03,ice
10.35,2.81,8.72,0.105238901,23.12,ice
1.85,7.37,76.84,0.118954054,19.23,ice
3.79,5.18,35.31,0.1032592,17.54,ice
26.78,1.27,0.77,0.046544711,14.79,ice
2.77,6,40.82,0.141050448,19.95,ice
2.09,6.66,60.44,0.16615284,26.37,ice
24.67,1.43,1.51,0.073478875,16.83,ice
5.96,3.76,20.03,0.102885052,23.83,ice
15.14,2.12,4.26,0.071235012,18.72,ice
4.15,4.79,28.34,0.12996581,22.51,ice
9.26,3.01,10.78,0.041496627,13.93,ice
33.58,1.02,0.25,0.056013778,18.19,ice
19.2,1.83,3.49,0.069956309,19.9,ice
34.47,0.97,655.3,0.032659853,11.5,ice
27.59,1.23,0.91,0.049413835,17.35,ice
22.32,1.59,2.37,0.082588231,17.31,ice
25.13,1.39,0.81,0.061190248,14.72,ice
0.91,10.86,132.07,0.346196513,33.83,ice
12.62,2.4,7.14,0.116820472,20.98,ice
24.75,1.5,2.57,0.059256265,17.27,ice
8.29,3.29,15.21,0.117929154,17.37,ice
1.49,8.56,78.18,0.289470662,26.84,ice
7.73,3.36,13.28,0.09619986,20.97,ice
15.74,1.99,4.65,0.072867998,20.86,ice
22.15,1.58,1.7,0.035859562,14.5,ice
29.72,1.13,0.21,0.040478391,16.16,ice
19.9,1.7,2.38,0.053551073,19.49,ice
20.86,1.7,3.74,0.078175418,14.86,ice
9.85,2.9,13.31,0.073329238,18.48,ice
12.49,2.56,8.46,0.275367556,27.95,ice
7.99,3.33,14.03,0.111295089,21.52,ice
3.74,5.15,29.54,0.19498139,23.53,ice
17.09,2,5.16,0.10364034,15.9,ice
5.55,3.92,22.82,0.091465585,21.04,ice
5.16,4.03,25.71,0.082261782,19.49,ice
13.77,2.26,8.41,0.068415141,15.52,ice
20.19,1.75,2.82,0.037412143,13.92,ice
26.7,1.36,1.45,0.05858207,17.58,ice
21.55,1.63,2.69,0.06269492,18.33,ice
19.35,1.81,3.07,0.068624186,18.48,ice
19.18,1.81,2.55,0.059798473,18.96,ice
21.31,1.6,1.74,0.071909804,19.57,ice
5.68,4.11,21.33,0.150396214,19.52,ice
24.36,1.46,1.16,0.049289519,17.53,ice
0.74,12.34,171.72,0.16983127,21.1,ice
20.53,1.72,3.39,0.062145521,16.9,ice
6.88,3.48,15.17,0.09510562,20.46,ice
1.62,7.85,74.4,0.299803745,28.79,ice
7.96,3.42,15.35,0.097752447,16.65,ice
2.4,6.25,50.37,0.212080515,23.54,ice
20.67,1.69,3.55,0.041343247,18.97,ice
12.06,2.52,7.15,0.07272124,20.03,ice
14,2.24,6.57,0.094063932,19.71,ice
17.53,1.97,3.38,0.073869804,13.55,ice
38.27,0.79,654.84,0.048450343,13.69,ice
21.76,1.6,1.7,0.040595915,19.14,ice
18.59,1.9,5.23,0.073377105,18.42,ice
1.99,7.26,55.99,0.213414833,27.01,ice
37.03,0.87,654.99,0.03995313,15.65,ice
26.81,1.34,1.34,0.053889793,16.28,ice
20.68,1.73,2.73,0.115530053,18.58,ice
5.17,4.41,22.89,0.16452315,18.68,ice
13.76,2.3,5.16,0.05912054,15.57,ice
1.42,8.46,93.09,0.143515994,22.53,ice
1.9,7.54,81.58,0.09963921,15.32,ice
9.61,2.92,9.19,0.122293029,23.38,ice
2.59,6.43,45.07,0.213688312,25.68,ice
8.49,3.16,12.72,0.105283705,21.52,ice
9.69,2.8,11.01,0.077835407,21.48,ice
23.41,1.53,2.63,0.086916446,16.52,ice
7.66,3.49,18.6,0.101923538,13.29,ice
3.33,5.58,32.8,0.223847715,24.88,ice
2.29,6.54,51.94,0.260757983,25.81,ice
7.98,3.34,12.35,0.145965486,24.07,ice
7.07,3.42,17.01,0.07373541,20.94,ice
28.84,1.22,0.41,0.039728198,13.04,ice
8.47,3.06,15.12,0.111367904,19.5,ice
15.19,2.15,6.07,0.084794557,11.9,ice
1.36,8.63,84.43,0.456775839,31.27,ice
8.16,3.3,12,0.177147476,17.3,ice
5.38,4.09,23.77,0.122707944,22.63,ice
4.19,4.69,26.43,0.185170534,27.38,ice
1.93,7.05,66.19,0.153901251,22.03,ice
8.02,3.19,13.2,0.080685473,20.17,ice
19.09,1.79,2.93,0.071320521,20.05,ice
3.24,6.15,50,0.121756368,16.54,ice
17.19,1.98,3.21,0.053530733,20.48,ice
2.87,5.59,50.31,0.113623951,19.45,ice
21.21,1.65,2.06,0.056945461,22.13,ice
8.08,3.31,11.87,0.066869242,16.77,ice
23.6,1.51,2.83,0.060433116,16.29,ice
21.76,1.64,2.04,0.041475381,11.49,ice
1.13,9.74,120.22,0.128248281,20.38,ice
8.85,3.02,14.65,0.084274539,12.37,ice
26.95,1.27,1.27,0.055939287,15.18,ice
30.51,1.17,0.86,0.05536229,13.6,ice
6.2,3.79,16.57,0.175532812,22.16,ice
1.2,9.52,96.13,0.418267574,36.99,ice
29.43,1.19,0.67,0.050420226,13.22,ice
22.43,1.57,2.34,0.051355049,17.78,ice
1.25,8.98,94.19,0.395079516,33.15,ice
13.66,2.29,5,0.096883926,23.91,ice
7.5,3.36,13.95,0.092034749,22.7,ice
7.05,3.68,15.94,0.087600403,18.71,ice
12.14,2.65,9.2,0.065271629,19.03,ice
9.02,3.09,12.97,0.115344811,18.48,ice
15.28,2.27,6.6,0.099335941,20.74,ice
23.13,1.52,1.7,0.057909633,13.66,ice
0.5,15.45,238.42,0.429664451,40.39,ice
3.72,5.16,46.43,0.077687961,21.81,ice
23.13,1.54,1.06,0.060008845,14.12,ice
1.41,8.55,93.48,0.171478137,22.08,ice
15.49,2.1,6.13,0.073712437,18.97,ice
14.24,2.25,4.64,0.075237215,15.47,ice
18.9,1.88,5.63,0.20779892,16.77,ice
2.58,6.48,44.83,0.191860108,21.04,ice
2.34,6.81,48.71,0.238923341,24.55,ice
4.75,4.59,30.87,0.154483887,20.37,ice
45.21,0.56,654.57,0.037206326,15.8,ice
2.52,6.27,46.48,0.224634179,24.54,ice
0.84,11.47,141.68,0.410001189,41.92,ice
6.54,3.73,19.76,0.117165082,20.99,ice
38.66,0.78,655.05,0.033282514,18.19,ice
8.79,3.22,15.13,0.173115175,22.14,ice
28.33,1.28,0.96,0.049426022,12.69,ice
27.17,1.32,1.34,0.059323154,14.82,ice
36.39,0.86,655.29,0.051398267,11.04,ice
13.52,2.42,6.4,0.066059579,22,ice
12.09,2.51,6.77,0.077015555,19.71,ice
11.3,2.66,7.37,0.125587599,22.02,ice
29.32,1.17,0.76,0.052820435,14.32,ice
9.85,2.83,10.84,0.150386206,22.25,ice
11.37,2.58,12.54,0.084176576,13.49,ice
1.29,9.11,92.41,0.24947467,26.88,ice
2.92,5.82,52.81,0.121011299,18.51,ice
1.56,7.85,77.73,0.203192921,26.48,ice
2.17,6.86,54.04,0.299336786,27.26,ice
2.99,5.72,37.01,0.301313116,23.69,ice
9.58,2.98,12.08,0.114170485,15.37,ice
0.88,11.45,135.49,0.406484146,38.9,ice
4.73,4.55,24.1,0.187315643,21.14,ice
4.47,4.4,31.36,0.083495245,18.55,ice
3.82,4.99,28.66,0.173847186,24.38,ice
0.56,14.31,212.64,0.286775131,26.42,ice
26.1,1.27,0.89,0.081754118,16.44,ice
11.15,2.7,10.55,0.082158035,16.05,ice
0.65,13.09,182.58,0.38437401,38.51,ice
6.02,4.04,23.54,0.11533385,18.09,ice
16.58,2.08,5.75,0.094079056,13.36,ice
13.75,2.3,5.4,0.069920706,21.9,ice
1.55,8.16,73.4,0.410944731,32.69,ice
6.31,3.75,18.72,0.09254343,20.66,ice
12.11,2.42,8.5,0.066534076,19.97,ice
22.65,1.49,2.83,0.05613834,15.49,ice
15.27,2.14,4.53,0.088150791,19.1,ice
25.64,1.37,0.97,0.041636462,21.67,ice
25.6,1.36,0.71,0.056017656,18.72,ice
2.82,5.76,47.9,0.093252681,22.67,ice
13.59,2.28,7.96,0.071820516,13.87,ice
3.71,4.8,36.97,0.22999256,22.33,ice
13.48,2.36,7.98,0.081618903,17.19,ice
24.91,1.44,2.54,0.054192598,15.12,ice
22.16,1.52,1.43,0.027354885,19.06,ice
15.94,2.02,5.56,0.05821592,18.75,ice
4.22,4.86,29.4,0.094273532,19.7,ice
5.7,4.07,25.71,0.106301358,14.14,ice
2.17,6.8,59.02,0.123073196,20.85,ice
11.8,2.61,7.72,0.090072198,22.66,ice
7.07,3.56,14.52,0.115790924,18.11,ice
13.37,2.34,5.96,0.102675823,23.4,ice
5.35,4.04,25.07,0.054944686,16.47,ice
7.62,3.47,19.41,0.098526352,19.34,ice
35.44,0.94,0,0.048728784,12.7,ice
1.31,9.04,88.72,0.41128516,40.69,ice
12.94,2.3,7.33,0.08267648,21.46,ice
11.17,2.73,9.94,0.08966441,19.84,ice
20.32,1.66,2.78,0.053635046,16.71,ice
3.63,5.2,39.06,0.1072902,19.92,ice
2.05,6.83,62.28,0.212600648,25.47,ice
30.05,1.17,0.94,0.195644386,17.16,ice
0.63,13.49,195.65,0.362958163,33.51,ice
7.44,3.41,17.23,0.111544569,20.77,ice
7.74,3.4,13.58,0.113349407,23.1,ice
11.74,2.62,6.41,0.094587846,22.8,ice
2.56,6.2,45.22,0.23015572,26.41,ice
25.09,1.46,1.59,0.054777563,11.24,ice
8.79,3.12,12.91,0.097414035,22.38,ice
3.15,5.52,39.99,0.138520462,20.45,ice
19.21,1.88,2.91,0.049942996,17.27,ice
18.25,1.88,3.76,0.032826719,13.5,ice
1.77,7.71,64.52,0.206127687,24.81,ice
0.62,13.45,193.84,0.319725037,33.13,ice
4.5,4.58,24.46,0.127074523,22.01,ice
0.7,12.48,166.98,0.459781808,37.02,ice
2.03,6.97,67.58,0.149620896,23.64,ice
24.79,1.44,1.66,0.070738297,19.43,ice
0.58,14.11,208.78,0.360700762,35.35,ice
23.32,1.49,1.52,0.051973296,15.24,ice
1.97,7.01,67.09,0.140631538,23.59,ice
11.83,2.52,7.9,0.065348952,18.34,ice
6.54,4.01,24.54,0.117102693,17.81,ice
3.38,5.37,39.27,0.097737723,21.96,ice
0.62,13.49,192.58,0.326082089,29.59,ice
25.52,1.34,0.84,0.034121705,15.79,ice
0.54,14.74,222.25,0.417008686,41.23,ice
7.43,3.48,12.64,0.138267953,25.33,ice
19.6,1.74,2.73,0.083177855,13.64,ice
4.2,4.67,29.25,0.148317887,23.23,ice
4.42,4.63,28.53,0.221712124,27.81,ice
12.41,2.5,6.9,0.07123749,20.66,ice
14.08,2.29,5.91,0.094016702,14.93,ice
9.95,2.94,10.99,0.086376421,18.62,ice
11.62,2.6,6.95,0.074618199,20.76,ice
1.55,7.96,83.66,0.196937825,23.01,ice
4.37,4.72,32.68,0.132005124,20.35,ice
6.86,3.6,15.88,0.134447868,21.59,ice
9.2,3.04,13.17,0.046986713,10.63,ice
2.75,6.12,52.04,0.257848372,27.44,ice
0.74,11.21,132.84,0.268879188,26.87,ice
10.51,2.92,9.78,0.271369831,26.21,ice
13.26,2.45,7.95,0.084994709,17.09,ice
10.24,2.62,9.69,0.085788677,23.22,ice
0.58,14.05,207.93,0.391969808,36.45,ice
28.45,1.22,0.83,0.030011183,16.81,ice
21.57,1.55,1.67,0.048659967,17.77,ice
11.6,2.56,7.54,0.128276899,19.63,ice
0.54,14.81,224.61,0.422242553,37.45,ice
18.22,1.83,3.86,0.052884243,19.59,ice
6.3,3.84,21.47,0.338266112,36.96,ice
13.87,2.28,5.29,0.090872786,20.33,ice
3.97,4.95,30.82,0.156073246,22.48,ice
0.94,10.71,135.32,0.107097333,18.54,ice
16.7,2.04,4.89,0.048564086,12.47,ice
0.72,12.41,173.6,0.28761965,23.23,ice
8.22,3.3,12.23,0.133486098,19.67,ice
9.47,2.91,10.01,0.093089092,22.01,ice
0.63,13.4,193.76,0.314511136,26.65,ice
14.18,2.23,5.52,0.097928316,19.99,ice
5.61,4.12,22.26,0.112757505,17.48,ice
3.52,5.37,43.17,0.131353724,14.05,ice
19.78,1.65,4.05,0.058250952,10.86,ice
29.97,1.19,0.85,0.065296667,13.42,ice
1.92,7.21,61.12,0.283848753,27.6,ice
0.78,12,165.08,0.140149142,22.61,ice
19.41,1.77,3.21,0.082177816,17.41,ice
6.23,3.86,20.32,0.112237453,18.08,ice
14.35,2.27,5.39,0.10331471,20.05,ice
37.08,0.81,654.96,0.039194894,10.61,ice
2.39,6.58,50.95,0.166949012,19.12,ice
16.22,2.17,5.73,0.050286943,15.48,ice
4.94,4.37,22.13,0.095283028,23.38,ice
14.96,2.25,5.88,0.061812701,16.02,ice
33.42,1.01,1.1,0.037304278,13.77,ice
3.12,5.75,54.18,0.064470781,14.73,ice
2.76,6.32,51.7,0.10570076,19.96,ice
13.19,2.49,7.12,0.070084088,20.58,ice
8,3.32,15.48,0.079203457,19.84,ice
21.63,1.7,3.17,0.05445422,16.41,ice
20.93,1.73,3.34,0.072109671,16.18,ice
13.21,2.3,5.93,0.05059684,19.24,ice
1.89,7.33,68.28,0.194074846,26.08,ice
20.01,1.74,3.08,0.050088583,17.04,ice
0.62,13.44,192.67,0.445685956,35.34,ice
0.73,12.51,166.29,0.27600657,26.41,ice
11.93,2.5,7.51,0.090998463,18.96,ice
7.67,3.36,15.76,0.072990953,22.52,ice
8.04,3.25,14.05,0.070260511,19.17,ice
19.22,1.79,2.73,0.063618308,20.16,ice
10.93,2.75,9.92,0.077712005,19.16,ice
1.48,8.6,86.8,0.16821703,19.41,ice
2.05,6.97,60.79,0.202759146,24.01,ice
7.09,3.49,16.49,0.088930835,21.23,ice
5.86,3.85,18.16,0.164663286,21.79,ice
7.02,3.44,14.75,0.095863119,23.91,ice
9.47,3.04,9.5,0.078695576,16.87,ice
3.52,5.29,32.62,0.192732427,28.82,ice
1.14,9.81,124.35,0.120022856,21.68,ice
39.59,0.72,654.88,0.038301178,11.46,ice
44.16,0.56,654.58,0.059535814,10.47,ice
1.76,7.42,74.48,0.132020814,22.5,ice
13.64,2.27,6.69,0.073401103,18,ice
19.81,1.85,3.1,0.035348049,11.27,ice
3.79,5.02,36.19,0.095162932,20.57,ice
0.63,13.43,192.58,0.363334461,35.13,ice
2.32,6.66,54.33,0.135980529,23.08,ice
9.43,3.01,10.96,0.060727507,20.79,ice
1.52,8.5,76.56,0.327927504,37.65,ice
12.02,2.55,6.55,0.108655104,22.18,ice
18.78,1.83,3.2,0.065135394,19.03,ice
15.81,2.1,4.83,0.09002753,20.07,ice
47.45,0.43,-1.07,0.040839307,16.84,ocean
44.39,0.55,-0.68,0.038213853,16.88,ocean
47.89,0.4,-1.11,0.039802563,16.99,ocean
51.75,0.29,-0.95,0.032850925,17.17,ocean
53.51,0.27,-0.85,0.033591362,16.99,ocean
54.45,0.2,-1.09,0.036276629,17.1,ocean
55.09,0.23,-1.13,0.03939346,18.36,ocean
50.72,0.31,-1.21,0.035916792,16.63,ocean
50.71,0.33,-0.74,0.034797536,17.07,ocean
41.44,0.65,-0.44,0.044770185,17.01,ocean
47.4,0.45,-0.37,0.036853317,16.99,ocean
49.95,0.41,-0.83,0.041852828,18.24,ocean
55.52,0.16,-1.1,0.035125737,17.07,ocean
52.26,0.32,-0.91,0.038182549,17.49,ocean
53.38,0.28,-0.99,0.037513545,18.8,ocean
54.82,0.23,-1.07,0.030771694,14.95,ocean
48.97,0.38,-1.15,0.03842023,16.91,ocean
52.68,0.25,-0.85,0.037148307,17.16,ocean
51.8,0.34,-0.85,0.031449846,15.34,ocean
41.17,0.63,-0.26,0.035830193,16.69,ocean
53.84,0.22,-1.04,0.030926449,16.5,ocean
51.63,0.3,-0.93,0.032948784,17.34,ocean
53.77,0.22,-1.06,0.035441758,16.59,ocean
51.3,0.31,-0.78,0.039229736,17.32,ocean
46.75,0.44,-0.87,0.035563348,16.87,ocean
48.6,0.38,-1.19,0.035248634,17.25,ocean
54.28,0.21,-1.06,0.034828031,16.58,ocean
49.18,0.36,-1.11,0.039147249,16.67,ocean
52.43,0.31,-0.87,0.030361053,15.76,ocean
44.21,0.54,-0.65,0.040821628,16.99,ocean
47.67,0.42,-1.14,0.036958564,17.13,ocean
45.41,0.5,-0.95,0.037348222,16.88,ocean
54.58,0.2,-1.13,0.035948906,17.29,ocean
43.44,0.57,-0.6,0.037030654,16.72,ocean
54.33,0.24,-1.06,0.032230618,15.41,ocean
55.09,0.23,-1.17,0.03122881,15.14,ocean
42.03,0.59,-0.22,0.035057715,16.9,ocean
53.36,0.28,-0.91,0.037398714,16.45,ocean
42.2,0.62,-0.52,0.038927297,16.71,ocean
50.85,0.33,-0.84,0.034855779,16.95,ocean
46.1,0.45,-0.76,0.037891512,16.99,ocean
44.9,0.51,-0.83,0.040464544,16.97,ocean
53.51,0.29,-1.01,0.034296597,17.01,ocean
56.78,0.16,-1.05,0.036694119,16.4,ocean
53.73,0.26,-0.89,0.034694998,17.95,ocean
53.78,0.26,-0.95,0.031117613,15.12,ocean
51.79,0.33,-0.83,0.042116283,17.69,ocean
49.49,0.38,-0.23,0.040559559,16.41,ocean
46.59,0.52,-0.5,0.040111935,17.95,ocean
56.05,0.19,-1.16,0.0291409,15.76,ocean
54.39,0.21,-1.09,0.033604745,16.98,ocean
53.91,0.27,-0.99,0.033055813,16.63,ocean
46.84,0.43,-0.94,0.037180975,17.19,ocean
52.77,0.3,-1,0.030105469,15.2,ocean
43.97,0.54,-0.64,0.037649793,16.95,ocean
51.39,0.28,-1.23,0.039453746,16.85,ocean
52.55,0.32,-0.98,0.034479983,16.24,ocean
53.65,0.27,-1.02,0.029869066,15.19,ocean
51.45,0.34,-0.79,0.030729576,15.4,ocean
51.66,0.33,-0.83,0.036843144,17.96,ocean
46.82,0.46,-1.05,0.040481591,16.82,ocean
53.82,0.22,-0.91,0.032976323,17.04,ocean
48.17,0.39,-1.08,0.03555482,16.52,ocean
51.01,0.36,-0.84,0.034599674,16.68,ocean
53.07,0.29,-1.06,0.03386911,15.4,ocean
51.67,0.31,-0.91,0.032898948,17.32,ocean
45.75,0.47,-1.04,0.043087692,16.92,ocean
45.67,0.48,-0.96,0.042005334,16.81,ocean
45.29,0.51,-0.85,0.036449704,16.94,ocean
52.1,0.33,-0.96,0.035857797,17.42,ocean
47.68,0.42,-1.07,0.036770172,16.84,ocean
47.75,0.4,-0.95,0.036044346,16.85,ocean
44.43,0.53,-0.7,0.041380839,17.08,ocean
53.53,0.24,-1.09,0.03459666,17.05,ocean
54.55,0.24,-1.07,0.039345331,16.79,ocean
54.11,0.26,-1.09,0.03198249,15.15,ocean
53.4,0.24,-0.95,0.034564746,17.18,ocean
55.03,0.18,-1.07,0.031952239,16.8,ocean
45.84,0.48,-0.9,0.039303235,17.01,ocean
46.19,0.48,-1.03,0.041734223,16.89,ocean
46.17,0.46,-0.91,0.035630015,16.72,ocean
44.57,0.52,-0.68,0.038535515,16.79,ocean
47.38,0.47,-0.74,0.035803376,21.14,ocean
53.36,0.27,-0.98,0.040372212,17.45,ocean
47.32,0.44,-1.01,0.037652908,16.86,ocean
56.35,0.17,-1.05,0.029008133,17.82,ocean
46.89,0.45,-0.99,0.039984332,16.97,ocean
52.61,0.3,-0.97,0.030002802,15.26,ocean
45.18,0.5,-0.68,0.039320591,16.9,ocean
55.08,0.18,-1.07,0.030531823,16.88,ocean
55.58,0.2,-1.01,0.032120292,16.38,ocean
50.47,0.35,-0.49,0.035637804,16.61,ocean
35.02,0.86,-0.38,0.058439248,35.2,ocean
51.57,0.28,-1.2,0.039364569,16.98,ocean
47.71,0.41,-0.94,0.039071489,16.72,ocean
55.44,0.21,-1.13,0.031179482,15.21,ocean
54.19,0.26,-1.11,0.040907193,16.7,ocean
52.41,0.31,-0.85,0.032799135,15.3,ocean
51.52,0.3,-0.81,0.035268855,17.09,ocean
53.58,0.23,-0.93,0.033563268,17.14,ocean
51.27,0.35,-0.8,0.040491571,17.69,ocean
51.56,0.34,-0.82,0.036835461,16.74,ocean
51.36,0.35,-0.9,0.035180835,17.55,ocean
53.26,0.28,-1.07,0.036372385,16.99,ocean
52.26,0.27,-0.9,0.037489338,16.95,ocean
49.03,0.36,-1.17,0.038002562,16.86,ocean
49.74,0.34,-1.25,0.037585037,16.67,ocean
52.51,0.27,-0.98,0.036629699,17.34,ocean
46.04,0.48,-0.86,0.037675421,16.81,ocean
56.72,0.13,-1.17,0.030658186,16.86,ocean
55.16,0.21,-1.03,0.038567128,16.52,ocean
47.03,0.44,-0.92,0.03809231,16.71,ocean
