STD,Skew,kurtosis,PP,Sigma,Class
1.82,7.33,63.82,0.292458598,25.07,ice
17.66,1.91,3.34,0.042385872,16.51,ice
11.84,2.44,6.94,0.084603428,20.55,ice
24.54,1.45,0.81,0.041638631,14.3,ice
9.86,2.73,9.44,0.057957518,21.18,ice
27.9,1.26,0.65,0.044055692,20.41,ice
1.25,9.24,92.46,0.40918712,39.31,ice
9.48,2.89,9.71,0.100721426,21.85,ice
3.68,5,35.45,0.094474942,20.67,ice
20.28,1.66,2.1,0.0431511,17.28,ice
4.48,4.41,27.83,0.128933317,19.34,ice
3.83,4.97,33.65,0.146526494,24.42,ice
0.74,12.21,161.92,0.360329897,32.4,ice
4.26,4.81,25.85,0.158873498,22.3,ice
5.72,4.04,18.91,0.175879532,22.93,ice
4.96,4.46,22.19,0.280687853,29.27,ice
3.42,5.31,38.79,0.120819215,24.8,ice
1.78,7.72,66.97,0.262353031,28.3,ice
13.26,2.43,6.1,0.074108376,21.91,ice
6.23,3.8,16.78,0.188407214,24.74,ice
12.12,2.5,6.47,0.104379362,21.96,ice
1.46,8.38,84.42,0.244824082,30.04,ice
1.28,8.93,91.92,0.360589621,23.32,ice
2.68,6.05,47.99,0.225748447,20.77,ice
25.06,1.36,1.07,0.033703999,13.22,ice
15.09,2.18,4.85,0.04883001,17.68,ice
2.52,6.1,50.41,0.151361876,25.66,ice
18.96,1.83,3.19,0.062386657,23.7,ice
16.17,2.01,3.71,0.074557162,21.21,ice
2.63,6.24,43.76,0.207891206,24.72,ice
19.46,1.73,3.43,0.071029332,15.64,ice
2.2,6.79,54.44,0.297123297,25.9,ice
7.93,3.42,13.27,0.104504197,22.43,ice
20.94,1.65,2.82,0.073922048,17.06,ice
8.19,3.16,13.76,0.084626261,17.85,ice
7.42,3.48,15.01,0.064678399,18.42,ice
14.87,2.21,7.42,0.059806004,16.17,ice
12.98,2.24,8.37,0.089099259,13.2,ice
10.41,2.81,8.49,0.131993426,19.2,ice
13.09,2.45,5.98,0.077716889,21.78,ice
9.48,2.89,9.75,0.106771567,20.97,ice
9.91,2.83,11.31,0.098126706,20.2,ice
9.5,2.92,10.14,0.072464089,20.11,ice
1.05,10.24,113.4,0.336209683,25.71,ice
23.41,1.47,1.41,0.064066719,13.68,ice
0.75,12.15,156.96,0.375884003,34.54,ice
1.99,7.32,58.02,0.228093012,24.89,ice
11.85,2.49,6.87,0.071851541,22.53,ice
18.6,1.92,4.55,0.058943523,16.99,ice
21.13,1.6,1.66,0.05099123,16.02,ice
21.44,1.68,2.46,0.051130113,19.35,ice
4.25,4.86,29.95,0.095407456,18.44,ice
2.06,6.93,59.11,0.148004029,14.51,ice
4.41,4.36,27.52,0.101153772,24.01,ice
2.16,6.52,61.79,0.130115473,24.84,ice
2.93,5.88,37.45,0.263014259,26.97,ice
0.56,14.34,213.94,0.461030327,38.42,ice
20.26,1.66,2.24,0.040834676,21,ice
0.69,12.81,181.2,0.188029357,25.43,ice
4.48,4.49,24.99,0.119057135,17.13,ice
18.28,1.89,3.01,0.058163322,21.05,ice
2.97,5.99,44.71,0.171920786,24.16,ice
7.96,3.33,15.13,0.097687897,21.59,ice
12.15,2.53,7.2,0.087403191,14.97,ice
1.54,8.27,75.27,0.365136143,31.09,ice
2.7,6.09,43.32,0.21289348,26.93,ice
36.23,0.85,0.25,0.035669519,11.73,ice
2.58,6.18,46.82,0.17042263,23.28,ice
19.45,1.77,2.69,0.040006398,17.8,ice
12.95,2.45,6.18,0.084662886,19.79,ice
20.07,1.76,2.73,0.064938025,20.26,ice
32.45,1.04,0.2,0.039393081,12.84,ice
1.97,7.2,61.48,0.206141951,24.29,ice
11.77,2.56,7.65,0.057745227,16.35,ice
5.15,4.32,21,0.22632615,20.68,ice
16.38,2.1,6.33,0.085648977,15.31,ice
16.9,1.95,4.66,0.076522838,19.75,ice
8.99,3.03,10,0.102900722,22.52,ice
11.3,2.68,9.76,0.060555184,19.1,ice
5.33,4.06,23.11,0.105555708,18.94,ice
9.39,3.03,10.93,0.257423992,25.11,ice
22.35,1.57,2.87,0.039265604,17.86,ice
24.87,1.42,2.45,0.040931695,13.16,ice
6.93,3.66,16.67,0.09908812,22.32,ice
8.65,3.25,14.12,0.069669761,18.45,ice
13.08,2.34,6.13,0.039488978,15.13,ice
1.73,7.65,65.85,0.454633747,37.1,ice
1.09,10,107.36,0.424600732,34.38,ice
11.02,2.71,8.82,0.09995897,19.93,ice
25.66,1.3,0.9,0.04010008,14.73,ice
11.63,2.57,6.98,0.078817005,22.06,ice
10.29,2.73,8.51,0.051253315,19.9,ice
2.07,7.09,60.06,0.181033411,20.73,ice
8.38,3.35,16.26,0.142500228,20.69,ice
10.34,2.63,11.29,0.072523751,20.51,ice
2.98,5.83,42.37,0.17796189,19.34,ice
1.49,8.66,77.58,0.262068717,27.43,ice
8.76,3.09,11.02,0.128908716,23.36,ice
23.6,1.46,1.47,0.04061418,14.91,ice
5.67,3.98,18.21,0.111594904,22.25,ice
16.19,2.05,4.26,0.045203535,14.75,ice
2.74,5.66,47.99,0.115125367,21.54,ice
0.73,12.26,166.23,0.300420823,27.28,ice
3.48,5.13,33.25,0.111385697,23.64,ice
13.34,2.26,6.14,0.079123419,20.87,ice
4.88,4.37,22.56,0.152363748,24.3,ice
2.98,5.58,43.41,0.126993016,20.27,ice
13.78,2.29,6.09,0.05836711,22.47,ice
6.74,3.57,15.48,0.091310491,23.71,ice
1.9,7.39,59.98,0.363915528,31.64,ice
9.06,2.87,11.77,0.111738368,21.49,ice
18.77,1.82,2.86,0.045013085,16.93,ice
20.73,1.63,2.67,0.076751009,16.47,ice
0.56,14.68,222.56,0.149869306,20.71,ice
24.88,1.32,1.54,0.055300391,13.36,ice
9.66,2.87,9.17,0.0864927,23.07,ice
8.43,3.06,12.44,0.093760462,20.58,ice
5.93,3.89,20.06,0.098589939,19.05,ice
6.19,3.67,20.85,0.114954122,24.73,ice
6.79,3.75,14.32,0.177518399,24.57,ice
11.08,2.62,7.66,0.154353991,22.03,ice
8.2,3.17,12.58,0.102794679,19.68,ice
27.77,1.18,1,0.045614633,12.74,ice
18.96,1.83,3.55,0.096350912,18.46,ice
15.76,2.1,3.84,0.101735725,17.94,ice
7.52,3.46,14.06,0.117841788,18.91,ice
1.06,10.51,111.29,0.380875721,34.08,ice
15.95,1.99,4.48,0.047753853,13.55,ice
2.03,7.11,58.44,0.231093919,30.05,ice
7.78,3.36,12.62,0.120316143,20.91,ice
19.41,1.79,3.32,0.058626511,17.32,ice
2.9,5.64,41.44,0.111170106,23.05,ice
3.57,4.99,32.2,0.15479112,24.11,ice
24.23,1.49,1.71,0.048434981,18.18,ice
9.15,3.11,10.75,0.106942491,17.4,ice
13.06,2.41,7.27,0.082073253,20.17,ice
5.55,4.09,21.85,0.132767835,17.34,ice
6.7,3.63,16.38,0.094072844,22.64,ice
1.3,8.91,99.65,0.116595175,20.75,ice
1.34,8.67,92.97,0.197434422,27.97,ice
4.57,4.64,27.87,0.176655157,20.67,ice
11.99,2.49,6.59,0.061027849,20.29,ice
26.9,1.34,1.74,0.03435692,14.67,ice
0.53,14.83,223.89,0.436402501,36.47,ice
2.76,6.01,52.96,0.170696957,23.43,ice
9.08,3.17,13.61,0.083083792,17.78,ice
9.65,2.93,9,0.06803678,22.13,ice
6.57,3.72,16.88,0.124221189,15.82,ice
21.93,1.6,2.88,0.061567527,13.94,ice
3.85,4.91,31.75,0.141644009,19.14,ice
14.77,2.24,5.53,0.059297443,17.53,ice
0.77,11.91,156.82,0.374809121,32.21,ice
21.92,1.65,2.34,0.089637797,20.83,ice
22.79,1.46,1.42,0.05451841,15.65,ice
19.27,1.72,3.34,0.049306207,15.79,ice
1.65,7.99,69.26,0.371021434,26.52,ice
5.7,3.95,18.71,0.122900324,23.22,ice
6.63,3.54,16.73,0.105653217,24.25,ice
14.47,2.21,5.57,0.114306894,19.85,ice
1.25,9.42,92.55,0.357526691,29.21,ice
7.01,3.29,16.74,0.100130635,19.46,ice
14.6,2.27,5.8,0.183278286,16.58,ice
4.21,4.81,28.6,0.095844332,20.78,ice
9.42,2.96,9.52,0.05437998,18.25,ice
2.94,5.98,37.58,0.288392991,23.74,ice
6.21,3.88,19.12,0.374175683,35.05,ice
15.56,2.05,4.41,0.067530945,19.37,ice
9.22,2.99,11.19,0.092350293,16.84,ice
6.08,3.95,19.36,0.136305778,20.62,ice
1.74,7.75,69.32,0.234574662,27.77,ice
10.42,2.76,9.78,0.105268822,20.98,ice
19.81,1.69,2.17,0.044698091,16.41,ice
9.32,3.01,10.25,0.101451766,18.84,ice
5.08,4.22,24.73,0.128714019,23.29,ice
6.36,3.61,18.17,0.130595156,17,ice
4.42,4.78,32.02,0.09603999,22.39,ice
2.01,7.36,57.89,0.230456799,30.08,ice
19.38,1.84,3.01,0.06306178,19.66,ice
10.85,2.65,7.85,0.061547521,18.32,ice
5.01,4.41,21.51,0.185750485,18.62,ice
7.5,3.55,15.6,0.124093465,21.78,ice
2.99,5.8,37.62,0.224043622,26.27,ice
21.64,1.61,1.7,0.050720583,20.12,ice
6.64,3.66,15.76,0.14674008,21.94,ice
11.42,2.52,7.64,0.077509432,20.75,ice
22.12,1.6,2.22,0.069300586,12.15,ice
41.69,0.66,654.77,0.048785372,15.17,ice
4.72,4.26,27.5,0.072244331,18.72,ice
8.31,3.15,14.46,0.086185356,18.97,ice
1.33,9.14,87.09,0.407074974,34.87,ice
4.99,4.1,22.96,0.136998185,23.14,ice
2.84,5.9,45.24,0.181301353,25.74,ice
12.59,2.36,8.54,0.08792372,17.72,ice
21.16,1.69,2.63,0.082343126,15.6,ice
12.32,2.46,6.85,0.08383029,19.71,ice
1.94,7.4,59.1,0.393717108,28.06,ice
2.93,6,38.68,0.212930833,24.98,ice
1.05,10.19,109.93,0.350091349,31.28,ice
20.8,1.63,2.19,0.069561276,18.59,ice
17.7,2.13,6.09,0.069501521,13.06,ice
4.98,4.44,26.91,0.108719635,19.69,ice
14.75,2.17,4.74,0.053538167,19.97,ice
18.56,1.82,2.7,0.04669531,20.02,ice
16.95,1.98,3.63,0.081784011,19.77,ice
32.93,1.02,0.04,0.036738428,13.41,ice
23.68,1.54,2.84,0.053069461,13.58,ice
22.79,1.52,2.18,0.061584942,16.93,ice
3,5.83,36.34,0.260583794,27.36,ice
8.37,3.19,11.87,0.109399492,22.84,ice
1.16,9.5,111.81,0.111193496,14.33,ice
14.13,2.36,5.93,0.168103117,23.39,ice
7.39,3.51,15.79,0.159741333,24.45,ice
10.51,2.78,7.95,0.06731024,19.13,ice
18.26,1.89,3.12,0.073311519,17.49,ice
3.52,5.36,33.22,0.116145943,17.83,ice
29.99,1.15,0.38,0.041587819,9.22,ice
22.62,1.61,2.32,0.034073273,10.57,ice
13.69,2.32,5.09,0.06122632,18.39,ice
0.69,12.52,172.93,0.40354064,37.64,ice
6.31,3.86,15.89,0.356798693,30.44,ice
3.36,5.46,38.66,0.150606701,16.8,ice
15.66,2.04,4.9,0.089248021,20.42,ice
18.91,1.83,3.08,0.063339403,17.06,ice
18.37,1.93,4.48,0.093459477,19.65,ice
3.3,5.51,36.13,0.21995375,23.82,ice
2.97,5.78,43.8,0.088988074,22.01,ice
24.24,1.46,1.36,0.069939809,18.47,ice
7.04,3.16,11.67,0.067009682,18.48,ice
2.5,6.43,51.91,0.143437779,19.28,ice
25.69,1.24,1.49,0.058616915,14.12,ice
16.4,2.01,3.47,0.070728067,21.73,ice
3.21,5.17,40.24,0.13154963,21.87,ice
1.45,8.46,81.74,0.414447972,42.03,ice
4.78,4.39,26.98,0.105056869,17.88,ice
5.45,4.03,22.82,0.128894265,19.79,ice
5.6,3.96,21.08,0.139442697,23.46,ice
28.39,1.22,0.36,0.056661277,12.42,ice
5.29,4.3,22.67,0.157790951,20.02,ice
6.62,3.58,17.96,0.349713975,26.23,ice
9.8,2.97,9.89,0.096484112,21.31,ice
27.19,1.19,0.46,0.058877117,15.37,ice
3.12,5.91,38.09,0.303009987,34.5,ice
28.62,1.22,0.78,0.047456289,13.69,ice
4.36,4.69,25.97,0.119422268,22.56,ice
11.19,2.65,9.89,0.060187298,9.75,ice
33.28,1,0,0.043665024,11.42,ice
20.81,1.66,2.32,0.062835583,19.88,ice
19.45,1.85,2.95,0.05232728,18,ice
26.75,1.31,1.19,0.072570813,15.77,ice
7.92,3.52,17.97,0.1073438,17.75,ice
2.07,6.77,64.09,0.095205374,16.65,ice
4.92,4.29,25.43,0.392575598,39.07,ice
1.55,8.25,75.42,0.314370827,33.34,ice
26.82,1.32,1.31,0.053160164,15.35,ice
28.7,1.16,1.76,0.070090984,14.55,ice
9.75,2.76,10.63,0.068811963,19.85,ice
15.19,2.17,4.22,0.055884382,20.44,ice
1.17,9.81,98.41,0.283948371,28.41,ice
14.37,2.16,5.61,0.076907279,19.37,ice
14.43,2.38,7.13,0.108173553,16.69,ice
3.88,4.84,30.04,0.087725052,19.78,ice
59.17,0.12,654.2,0.02187908,13.28,ice
9.56,2.96,10.94,0.09610534,13.63,ice
41.59,0.65,654.84,0.037907161,12.24,ice
7.69,3.5,15.92,0.147508992,21.49,ice
14.4,2.23,4.74,0.091434957,23.08,ice
9.5,3,12.02,0.170038374,26.27,ice
19.04,1.79,3.45,0.062562529,13.64,ice
17.45,1.98,5.4,0.08337765,17.61,ice
5.29,4.37,20.79,0.231229271,23.7,ice
39.04,0.76,655.02,0.038549887,16.76,ice
16.06,2.06,4.28,0.086730102,19.36,ice
7.53,3.44,15.98,0.092648225,13.56,ice
3.43,5.39,34.24,0.21165448,21.68,ice
1.89,7.34,62.07,0.335765264,31.38,ice
1.83,7.7,63.35,0.250966951,21.2,ice
9.84,2.91,12.08,0.088179375,13.01,ice
23.83,1.47,1.47,0.046089739,19.17,ice
2.52,6.3,50.18,0.126601719,19.34,ice
4.27,4.43,29.21,0.090187848,23.36,ice
3.3,5.45,36.24,0.234301261,19.33,ice
12.86,2.43,8.51,0.07312754,13.39,ice
21.76,1.66,2.84,0.095276379,16.54,ice
4.11,5.3,33.68,0.126716037,17.96,ice
2.74,6.05,43.84,0.418751318,33.03,ice
12.48,2.43,6.71,0.118330107,21.33,ice
34.13,0.97,0.06,0.060158072,12.97,ice
23.31,1.47,2.16,0.052737633,19.21,ice
3.58,5.14,36.01,0.148542455,20.22,ice
10.52,2.71,9.75,0.098012383,14.04,ice
10.92,2.58,8.53,0.074528419,18.11,ice
13.6,2.32,5.39,0.081723737,21.72,ice
19.66,1.72,2.83,0.045524042,15.49,ice
10.52,2.7,9.08,0.078339047,20.94,ice
17.16,1.95,4.06,0.079733455,15.49,ice
17.87,1.87,3.29,0.060607154,19.25,ice
14.29,2.21,5.9,0.057461186,21.42,ice
28.24,1.22,0.44,0.034621114,9.66,ice
17.93,1.83,4.16,0.064623231,12.27,ice
14.88,2.2,5.44,0.102228004,11.23,ice
11.83,2.65,7.58,0.140967315,16.93,ice
2.47,6.56,50.77,0.180750805,23.63,ice
25.37,1.4,1.23,0.062723843,15.6,ice
3.05,5.59,36.57,0.119627837,22.25,ice
2.84,5.89,45.61,0.100982163,22.22,ice
19.59,1.83,3.68,0.086469533,16.88,ice
11.5,2.51,7.67,0.060485602,18.83,ice
0.88,10.97,137.61,0.239598567,24.53,ice
12.98,2.36,5.68,0.094649047,23.21,ice
3.02,5.73,39.06,0.244302042,25.11,ice
12.31,2.53,8.46,0.070323239,15.47,ice
6.15,3.92,16.18,0.224163939,26.87,ice
1.84,7.17,66.76,0.166650561,23.93,ice
18.22,1.92,4.74,0.085524126,15.63,ice
10.51,2.78,9.55,0.097518258,19.26,ice
27.68,1.32,1.8,0.063596885,14.91,ice
23.68,1.49,1.91,0.064406217,20.43,ice
18.22,1.84,3.46,0.068200266,15.25,ice
14.4,2.26,6.17,0.057818895,18.83,ice
25.71,1.36,1.64,0.034981403,10.8,ice
2.3,6.51,50.61,0.294041108,26.57,ice
15.17,2.13,4.85,0.098637869,22.87,ice
1.66,8.04,67.93,0.399918228,36.91,ice
8.32,3.1,17.86,0.072453994,16,ice
1.51,8.44,89.82,0.13241748,18.65,ice
2.14,6.9,66.59,0.081180213,20.5,ice
9.48,2.96,10.56,0.104481538,18.49,ice
4.84,4.35,23.65,0.131823768,21.61,ice
39.13,0.77,655.21,0.060935582,16.63,ice
40.01,0.73,655.09,0.043869543,16.3,ice
1.88,7.67,61.89,0.205554214,24.89,ice
1.1,9.97,106.37,0.288914263,28.93,ice
2.66,6,45.83,0.239442743,26.25,ice
3.6,5.27,32.64,0.180296298,24.24,ice
12.81,2.4,6.81,0.080994702,19.68,ice
21.56,1.57,3.3,0.056392385,13.77,ice
4.06,5.04,33.03,0.164241946,26.71,ice
6.45,3.73,15.71,0.160978521,22.48,ice
3.27,5.67,39.84,0.117199865,13.87,ice
26.91,1.36,1.8,0.055578029,13.7,ice
15.48,2.09,4.47,0.093312697,20.47,ice
10.95,2.7,7.89,0.100715544,19.89,ice
11.45,2.7,7.95,0.04276971,19.84,ice
16.47,1.94,4.2,0.056464488,20.19,ice
8.31,3.08,11.23,0.109148778,22.15,ice
19.87,1.73,3.38,0.051994202,8.71,ice
1.25,9.04,94.11,0.354609353,37.82,ice
1.07,9.82,117.57,0.251574862,20.09,ice
10.67,2.8,8.47,0.1237981,22.17,ice
31.62,1.04,0,0.042529153,10.29,ice
13.75,2.25,6.98,0.047627215,17.72,ice
2.12,7.18,62.28,0.17578848,21.31,ice
10.27,2.82,11.33,0.079231993,19.71,ice
2.58,6.16,46.22,0.186491563,19.57,ice
11.18,2.56,8.38,0.06389725,20.66,ice
7.01,3.39,15.35,0.088256208,21.22,ice
3.49,5.07,35.49,0.128914295,23.24,ice
4.03,5.13,33.8,0.123896867,16.23,ice
10.95,2.66,7.89,0.106648375,20.94,ice
1.76,7.57,65.9,0.265503397,23.65,ice
15.5,2.04,4.83,0.127992047,18.81,ice
3.64,5.17,36.25,0.096831818,13.92,ice
2.33,6.61,50.79,0.171382172,23.52,ice
3.44,5.44,31.87,0.229874776,25.72,ice
8.37,3.21,13.17,0.085203117,21.61,ice
3.27,5.71,38.98,0.142494651,18.38,ice
4.45,4.69,31.09,0.114407867,23.12,ice
4.39,4.74,28.74,0.134443179,24.44,ice
6.98,3.71,15.1,0.179230731,22.89,ice
36.79,0.84,0.19,0.040446214,17.33,ice
12.12,2.41,7.14,0.076685358,20.57,ice
31.79,1.08,0.63,0.054976306,16.56,ice
33.87,0.89,655.35,0.042273909,14.57,ice
6.05,3.89,16.85,0.110610955,23.42,ice
5.65,4.11,22.71,0.084735572,19.53,ice
21.07,1.7,3,0.066405914,20.26,ice
9.89,2.88,8.74,0.08461457,20.15,ice
1.22,9.19,96.75,0.428252161,33.1,ice
3.5,5.38,36.36,0.14017762,18.78,ice
11.71,2.6,7.53,0.101062361,15.54,ice
29.26,1.17,1.07,0.049727555,13.7,ice
4.14,4.72,27.51,0.164513238,26.05,ice
2.52,6.22,44.58,0.331760632,26.65,ice
31.32,1.13,1.55,0.048525717,13.29,ice
21.72,1.58,2.12,0.043378829,15.47,ice
16.94,1.96,3.48,0.061326241,21.67,ice
3.73,5.09,34.79,0.137470344,21.57,ice
4.13,4.8,33.14,0.098322066,22.16,ice
10.53,2.76,7.67,0.121173965,23.79,ice
19.62,1.77,2.29,0.043504497,18.63,ice
2.83,5.89,42.17,0.151584542,24.21,ice
0.82,11.86,145.41,0.428252161,38.44,ice
23.52,1.49,1.16,0.036798562,14.63,ice
7.44,3.49,16.24,0.098335639,16.36,ice
7.64,3.35,13.19,0.123383457,25.27,ice
12.16,2.53,7.04,0.033650005,15.75,ice
2.29,6.82,55.68,0.119637009,20.04,ice
2.28,6.75,64.84,0.090170228,13.82,ice
11.18,2.68,7.32,0.140849762,24.27,ice
36.63,0.86,655.04,0.039018288,13.58,ice
3.48,5.36,33.8,0.140910635,25.72,ice
29.3,1.2,0.32,0.039363481,12.18,ice
2.66,6.14,42.56,0.244152777,27.82,ice
10.79,2.57,9.39,0.100587856,18.88,ice
8.51,3.13,13.55,0.079720652,20.36,ice
1.89,7.26,65.59,0.139752546,20.67,ice
49.03,0.44,654.5,0.030033753,13.86,ice
4.45,4.53,27.7,0.093323061,14.47,ice
4.52,5.02,37.39,0.118950167,18.49,ice
34.94,0.92,0.02,0.044155576,15.24,ice
1.38,8.96,88.01,0.19489731,24.16,ice
45.27,0.53,654.73,0.054716507,10.16,ice
19.62,1.75,2.38,0.047453884,19.25,ice
26.1,1.33,0.94,0.051593465,17.93,ice
4.81,4.36,26.44,0.091886094,15.04,ice
10.91,2.64,9.01,0.038590225,18.67,ice
9,2.96,14.26,0.071334184,19.46,ice
2.78,5.93,48.76,0.157506147,22.65,ice
1.12,9.62,109.83,0.171632625,22.59,ice
27.81,1.29,1.48,0.055764691,13.05,ice
10.68,2.63,8.74,0.072309376,21.83,ice
15.76,2.12,5.47,0.075424511,19.55,ice
19.71,1.74,1.97,0.039496689,18.74,ice
9.31,2.95,10.67,0.100831919,18.53,ice
17.44,1.88,4.56,0.063501553,17.31,ice
1.4,8.57,85.9,0.292321623,21.44,ice
23.63,1.48,1.71,0.059423959,12.92,ice
20.91,1.71,2.69,0.033137882,20.24,ice
1.62,7.91,76.62,0.296393618,29.05,ice
6.84,3.5,15.83,0.114890036,22.16,ice
46.7,0.47,654.41,0.061521059,13.73,ice
0.81,11.34,144.84,0.29795679,27.28,ice
13.37,2.32,5.76,0.090957542,21.03,ice
0.81,11.68,149.1,0.339563104,29.19,ice
1.68,7.79,70.44,0.361462729,30.47,ice
6.13,3.68,19.1,0.100804157,19.61,ice
5.19,4.09,24.54,0.114581294,19.21,ice
1.49,8.73,78.5,0.275618865,23.87,ice
12.89,2.45,8.35,0.059631429,13.94,ice
20.61,1.76,3.06,0.055331066,17.47,ice
2.03,6.93,57.95,0.277628329,29.38,ice
16.33,1.96,4.16,0.047520501,20.31,ice
25.63,1.35,0.73,0.033639365,12.1,ice
1.54,8.14,82.78,0.152814244,23.91,ice
10.57,2.75,8.46,0.133167928,24.38,ice
1.68,7.62,68.39,0.306319908,23.02,ice
5.78,4.05,21.71,0.102583408,20.99,ice
19.74,1.65,2.81,0.059628119,18.73,ice
3.09,5.26,44,0.102451104,19.85,ice
28.01,1.24,0.42,0.031651087,16.24,ice
32.88,1.02,0.22,0.059388148,14.77,ice
6.73,3.8,15.03,0.24851445,19.65,ice
15.82,2.09,4.99,0.069788542,17.72,ice
10.16,2.76,9.04,0.1044068,23.51,ice
34.73,0.97,0.07,0.045161357,9.34,ice
1.09,9.67,112.67,0.217265901,24.25,ice
1.95,7.37,57.93,0.298643833,29,ice
10.54,2.79,10.44,0.074762741,19.63,ice
19.83,1.78,2.98,0.091002001,20.71,ice
2.54,6.44,47.6,0.432414421,33.83,ice
3.37,5.37,45.96,0.119387025,20.33,ice
28.02,1.29,2.33,0.059886286,12.08,ice
9.17,3.04,10.06,0.094033564,22.73,ice
7.1,3.63,16.58,0.105563529,15.24,ice
11.66,2.54,8.06,0.105310774,20.43,ice
2.89,6.12,38.69,0.303492702,25.4,ice
6.59,3.76,17.45,0.13704173,20.39,ice
33.65,0.99,0.42,0.051833409,12.52,ice
23.33,1.46,2.03,0.060857041,13.33,ice
2.59,6.32,42.97,0.393004066,27.33,ice
0.69,12.59,171.18,0.368930672,36.2,ice
3.63,5.29,29.6,0.276580839,31.85,ice
16.27,2.01,4.18,0.07015356,18.64,ice
33.04,1,0.39,0.052503227,15.37,ice
17.82,1.93,3.28,0.063945195,16.3,ice
5.37,4.12,21.31,0.123451092,22.13,ice
10.34,2.87,9.01,0.075708741,19.72,ice
7.13,3.44,15.45,0.088082783,19.85,ice
31.65,1.06,1.03,0.034967236,14.71,ice
28.52,1.22,0.15,0.039249871,11.51,ice
7.72,3.26,14.04,0.115664832,24.86,ice
9.51,2.89,9.94,0.079378441,23.62,ice
8.94,3.15,11.53,0.152078417,22.63,ice
2.42,6.19,53.5,0.124619448,23.58,ice
9.25,3.06,11.29,0.124840223,21.9,ice
0.96,10.51,124.4,0.268173913,25.32,ice
14.75,2.12,5.01,0.085383728,19.69,ice
9.96,2.84,10.68,0.092811581,19.32,ice
17.93,2,5.48,0.083942606,16.74,ice
14.31,2.25,4.63,0.055376511,14.76,ice
30.37,1.12,0.12,0.033213659,10.31,ice
24.4,1.47,2.82,0.056815226,9.65,ice
16.16,2.04,3.98,0.089419968,20.26,ice
1.44,8.64,84.69,0.209535655,24.74,ice
6.84,3.53,18.02,0.094659847,22.11,ice
36.47,0.88,655.01,0.02767232,10.66,ice
21.82,1.63,2.12,0.05883969,13.93,ice
14.43,2.23,6.43,0.081913835,19.26,ice
22.24,1.66,3.44,0.078212364,17.93,ice
19.71,1.75,3.3,0.091319906,19.21,ice
16.35,2.02,3.49,0.060496322,17.96,ice
23.59,1.48,1.69,0.04929078,18.16,ice
30.49,1.16,0.64,0.05119142,16.25,ice
5.98,4.01,18.57,0.198192123,19.91,ice
1.41,8.97,89.96,0.177589594,22.94,ice
26.94,1.25,1.28,0.044873278,15.69,ice
5.85,3.78,20.11,0.0840728,19.66,ice
2.77,6.21,45.66,0.148486249,18.48,ice
16.67,1.96,3.91,0.089610832,17.97,ice
14.54,2.07,6.37,0.061380463,16.41,ice
6.51,3.59,18.98,0.107176149,22.02,ice
3.94,5.07,30.54,0.149298444,19.29,ice
22.76,1.6,1.97,0.058226523,17.43,ice
8.81,3.08,12.76,0.078477981,21.13,ice
26.99,1.31,1.47,0.039901025,15.68,ice
3.74,4.84,34.74,0.154837932,21.17,ice
14.17,2.27,5.62,0.106188195,19.39,ice
8.89,2.91,11.88,0.073155458,20.81,ice
16.76,2.1,5.79,0.080216162,11.22,ice
10.38,2.87,9.35,0.086081546,23.78,ice
1.48,8.16,82.02,0.177124973,24.36,ice
25.67,1.33,1.2,0.048892888,16.38,ice
8.91,3,10.63,0.075492716,17.41,ice
6.31,3.74,18.32,0.084053175,15.57,ice
22.82,1.49,1.25,0.027804578,17.39,ice
17.88,1.93,4.5,0.078098094,18.7,ice
2.57,6.36,43.57,0.340107635,26,ice
14.08,2.42,6.19,0.047865254,16.42,ice
2.35,6.54,53.64,0.178347398,23.03,ice
8.12,3.34,12.85,0.208552117,17.59,ice
11.41,2.63,7.3,0.111603646,21.73,ice
1.51,8.65,82.86,0.324214015,32.16,ice
27.18,1.36,1.31,0.042937168,15.72,ice
3.81,4.75,34.21,0.120677718,24.96,ice
16.02,2.04,4.06,0.092749057,20.94,ice
16.23,2.06,4.62,0.073068917,17.7,ice
5.02,4.5,28.69,0.148145553,20.55,ice
22.95,1.53,1.68,0.065325241,17.21,ice
40.48,0.72,654.96,0.051374977,16.75,ice
10.33,2.67,9.8,0.095502695,21.05,ice
1.77,7.78,64.96,0.326887202,39.2,ice
34.16,0.97,0.39,0.050655895,17.39,ice
3.82,4.91,32.19,0.105589552,21.21,ice
6.34,3.65,19.04,0.118214418,20.42,ice
12.95,2.37,6.96,0.0699084,18.35,ice
11.73,2.47,8.58,0.072958368,20.08,ice
7.3,3.54,17.68,0.109714693,21.14,ice
1.54,8.3,74.77,0.285038884,28.64,ice
1.04,10.22,118.55,0.236591864,22.65,ice
9.63,2.87,9.72,0.096615972,22.16,ice
4.89,4.28,23.98,0.136732646,21.59,ice
22.34,1.59,1.9,0.057250308,12.21,ice
7.74,3.39,13.34,0.132902998,19.8,ice
17.8,1.87,4.68,0.076778524,19.11,ice
9.19,3.13,13.11,0.122116651,18.01,ice
25.16,1.33,0.89,0.044215218,16.78,ice
36.46,0.84,0.24,0.036459336,17.64,ice
29.07,1.2,0.75,0.042600506,12.14,ice
1.24,9.52,96.03,0.249709463,26,ice
4.26,4.75,27.52,0.186110772,18.44,ice
0.77,12.17,155.64,0.408778747,37.15,ice
